linha,nome,operadora,data_pesquisa,faixa_horaria,passageiros,partidas,passageiros_viagem,tempo_viagem_min
1024,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,15,98,2,49.0,46
1025,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,16,156,3,52.0,47
1026,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,17,213,4,53.3,46
1027,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,18,36,2,18.0,55
1028,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,19,60,3,20.0,42
1029,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,20,46,2,23.0,37
1030,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,21,46,2,23.0,41
1031,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,22,75,2,37.5,37
1032,Linha 57.58 (Sta Fé – Cid. Universitária) PF2-PF1,Cidade Sem Limites,11/04/2013,23,19,2,9.5,38
1033,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,5,11,1,11.0,60
1034,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,6,97,2,48.5,36
1035,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,7,55,1,55.0,41
1036,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,8,54,2,27.0,35
1037,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,9,24,1,24.0,36
1038,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,10,37,2,18.5,37
1039,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,11,43,2,21.5,32
1040,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,12,75,2,37.5,54
1041,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,14,43,2,21.5,38
1042,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,15,43,2,21.5,42
1043,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,16,33,2,16.5,41
1044,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,17,17,1,17.0,43
1045,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,18,38,1,38.0,42
1046,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,19,2,1,2.0,40
1047,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,20,1,1,1.0,22
1048,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF1-PF2,Grande Bauru,4/04/2013,21,5,1,5.0,24
1049,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF2-PF1,Grande Bauru,4/04/2013,6,79,2,39.5,34
1050,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF2-PF1,Grande Bauru,4/04/2013,7,5,1,5.0,30
1051,Linha 60.11 (Pq. Sabiás/via D. Caxias-Vl. Samaritana/Jd. Estoril) PF2-PF
